order_id,item_id,product_id,quantity,list_price,discount
1,1,20,1,599.99,0.2
1,2,8,2,1799.99,0.07
1,3,10,2,1549,0.05
1,4,16,2,599.99,0.05
1,5,4,1,2899.99,0.2
2,1,20,1,599.99,0.07
2,2,16,2,599.99,0.05
3,1,3,1,999.99,0.05
3,2,20,1,599.99,0.05
4,1,2,2,749.99,0.1
5,1,10,2,1549,0.05
5,2,17,1,429,0.07
5,3,26,1,599.99,0.07
6,1,18,1,449,0.07
6,2,12,2,549.99,0.05
6,3,20,1,599.99,0.1
6,4,3,2,999.99,0.07
6,5,9,2,2999.99,0.07
7,1,15,1,529.99,0.07
7,2,3,1,999.99,0.1
7,3,17,2,429,0.1
8,1,22,1,269.99,0.05
8,2,20,2,599.99,0.07
9,1,7,2,3999.99,0.1
10,1,14,1,269.99,0.1
11,1,8,1,1799.99,0.05
11,2,22,2,269.99,0.1
11,3,16,2,599.99,0.2
12,1,4,2,2899.99,0.1
12,2,11,1,1680.99,0.05
13,1,13,1,269.99,0.1
13,2,17,2,429,0.05
13,3,20,2,599.99,0.1
13,4,16,2,599.99,0.05
14,1,6,1,469.99,0.07
15,1,12,2,549.99,0.07
15,2,8,1,1799.99,0.07
15,3,18,2,449,0.05
15,4,23,2,299.99,0.2
16,1,8,1,1799.99,0.2
16,2,21,1,269.99,0.05
16,3,13,2,269.99,0.07
16,4,14,1,269.99,0.07
17,1,8,1,1799.99,0.07
17,2,23,1,299.99,0.1
17,3,5,1,1320.99,0.1
17,4,20,2,599.99,0.2
18,1,2,2,749.99,0.2
18,2,22,1,269.99,0.05
18,3,7,1,3999.99,0.1
18,4,25,2,499.99,0.05
18,5,9,2,2999.99,0.1
19,1,10,1,1549,0.07
19,2,9,2,2999.99,0.2
20,1,9,1,2999.99,0.07
20,2,10,2,1549,0.07
21,1,14,1,269.99,0.05
21,2,17,1,429,0.1
21,3,10,1,1549,0.07
22,1,15,2,529.99,0.2
22,2,22,1,269.99,0.05
23,1,4,2,2899.99,0.05
23,2,23,2,299.99,0.1
23,3,13,1,269.99,0.2
24,1,3,2,999.99,0.1
24,2,18,2,449,0.07
25,1,23,2,299.99,0.2
25,2,10,2,1549,0.2
25,3,22,1,269.99,0.2
25,4,14,1,269.99,0.2
25,5,21,1,269.99,0.1
26,1,7,1,3999.99,0.05
26,2,2,1,749.99,0.2
26,3,12,1,549.99,0.2
26,4,21,2,269.99,0.07
27,1,5,1,1320.99,0.2
27,2,19,1,449,0.2
27,3,26,2,599.99,0.07
27,4,8,1,1799.99,0.07
28,1,5,1,1320.99,0.05
28,2,7,2,3999.99,0.2
28,3,14,2,269.99,0.1
28,4,6,1,469.99,0.05
29,1,24,2,549.99,0.05
29,2,6,1,469.99,0.2
29,3,21,2,269.99,0.1
29,4,8,1,1799.99,0.2
29,5,14,2,269.99,0.05
30,1,26,1,599.99,0.05
30,2,17,1,429,0.07
30,3,19,1,449,0.1
30,4,4,1,2899.99,0.1
30,5,7,2,3999.99,0.1
31,1,11,2,1680.99,0.05
31,2,9,2,2999.99,0.2
32,1,8,2,1799.99,0.07
32,2,12,2,549.99,0.07
32,3,25,2,499.99,0.1
33,1,23,2,299.99,0.07
33,2,7,1,3999.99,0.1
34,1,8,2,1799.99,0.07
34,2,10,2,1549,0.1
34,3,17,2,429,0.2
35,1,18,1,449,0.05
35,2,20,2,599.99,0.05
35,3,5,1,1320.99,0.2
35,4,21,2,269.99,0.07
35,5,22,1,269.99,0.07
36,1,9,1,2999.99,0.07
36,2,5,1,1320.99,0.05
36,3,3,2,999.99,0.2
37,1,16,2,599.99,0.05
38,1,7,2,3999.99,0.05
38,2,23,1,299.99,0.07
38,3,25,1,499.99,0.2
38,4,10,2,1549,0.1
38,5,24,1,549.99,0.07
39,1,22,2,269.99,0.2
39,2,16,2,599.99,0.2
39,3,3,2,999.99,0.05
39,4,15,1,529.99,0.1
40,1,17,1,429,0.2
40,2,8,2,1799.99,0.2
41,1,5,1,1320.99,0.1
41,2,19,2,449,0.2
41,3,26,2,599.99,0.2
42,1,19,1,449,0.05
43,1,13,2,269.99,0.1
43,2,12,2,549.99,0.05
44,1,7,1,3999.99,0.1
44,2,16,1,599.99,0.05
45,1,4,2,2899.99,0.2
45,2,22,1,269.99,0.07
45,3,21,2,269.99,0.05
46,1,17,1,429,0.1
47,1,6,1,469.99,0.05
47,2,15,1,529.99,0.1
47,3,25,2,499.99,0.07
47,4,13,1,269.99,0.2
48,1,11,1,1680.99,0.1
48,2,4,1,2899.99,0.2
48,3,5,2,1320.99,0.1
48,4,14,2,269.99,0.07
49,1,13,2,269.99,0.07
50,1,3,1,999.99,0.05
50,2,26,2,599.99,0.07
50,3,13,2,269.99,0.2
51,1,13,1,269.99,0.05
51,2,20,1,599.99,0.05
51,3,26,2,599.99,0.2
52,1,25,1,499.99,0.07
53,1,8,2,1799.99,0.2
53,2,23,2,299.99,0.05
53,3,14,2,269.99,0.2
53,4,25,2,499.99,0.1
54,1,26,2,599.99,0.2
54,2,3,1,999.99,0.2
55,1,21,1,269.99,0.05
55,2,25,2,499.99,0.2
55,3,15,2,529.99,0.2
56,1,20,2,599.99,0.07
57,1,23,2,299.99,0.1
57,2,19,2,449,0.2
57,3,13,1,269.99,0.07
58,1,14,2,269.99,0.05
58,2,18,1,449,0.07
58,3,23,1,299.99,0.1
59,1,21,1,269.99,0.05
59,2,2,1,749.99,0.1
59,3,17,2,429,0.1
60,1,14,2,269.99,0.05
60,2,4,1,2899.99,0.1
60,3,15,1,529.99,0.07
60,4,22,1,269.99,0.2
61,1,25,1,499.99,0.1
61,2,15,2,529.99,0.05
61,3,5,2,1320.99,0.2
62,1,14,1,269.99,0.07
62,2,8,2,1799.99,0.1
62,3,22,2,269.99,0.1
63,1,25,2,499.99,0.1
63,2,19,2,449,0.05
63,3,3,1,999.99,0.1
64,1,25,2,499.99,0.1
64,2,22,2,269.99,0.2
64,3,23,2,299.99,0.2
64,4,24,2,549.99,0.1
65,1,12,1,549.99,0.1
66,1,2,1,749.99,0.2
66,2,23,1,299.99,0.07
66,3,12,1,549.99,0.07
67,1,23,2,299.99,0.2
67,2,12,2,549.99,0.1
67,3,21,1,269.99,0.2
67,4,5,2,1320.99,0.1
67,5,19,1,449,0.2
68,1,13,2,269.99,0.07
68,2,17,1,429,0.1
69,1,22,2,269.99,0.1
69,2,5,1,1320.99,0.2
69,3,10,1,1549,0.05
70,1,3,2,999.99,0.05
70,2,18,1,449,0.2
70,3,20,1,599.99,0.05
71,1,26,2,599.99,0.05
71,2,24,1,549.99,0.2
71,3,18,1,449,0.1
72,1,17,2,429,0.07
72,2,12,1,549.99,0.05
72,3,13,2,269.99,0.1
73,1,22,1,269.99,0.07
73,2,26,2,599.99,0.05
73,3,3,2,999.99,0.07
73,4,25,1,499.99,0.07
73,5,23,2,299.99,0.2
74,1,16,2,599.99,0.05
74,2,6,1,469.99,0.07
75,1,3,1,999.99,0.1
75,2,7,2,3999.99,0.07
75,3,15,1,529.99,0.2
76,1,12,1,549.99,0.05
76,2,11,2,1680.99,0.1
76,3,5,1,1320.99,0.07
77,1,20,1,599.99,0.07
77,2,24,2,549.99,0.1
77,3,26,1,599.99,0.2
77,4,25,1,499.99,0.2
78,1,17,1,429,0.07
78,2,19,1,449,0.2
78,3,18,2,449,0.1
78,4,14,2,269.99,0.1
79,1,9,2,2999.99,0.1
79,2,17,2,429,0.05
79,3,6,1,469.99,0.1
79,4,25,2,499.99,0.07
80,1,26,1,599.99,0.1
80,2,24,1,549.99,0.1
80,3,17,1,429,0.2
81,1,10,2,1549,0.2
81,2,23,2,299.99,0.05
81,3,25,2,499.99,0.05
82,1,25,2,499.99,0.1
82,2,11,2,1680.99,0.2
83,1,20,1,599.99,0.2
83,2,3,2,999.99,0.05
84,1,23,2,299.99,0.07
84,2,15,2,529.99,0.07
85,1,4,2,2899.99,0.05
85,2,18,1,449,0.07
86,1,9,2,2999.99,0.1
86,2,23,2,299.99,0.07
86,3,21,2,269.99,0.2
86,4,15,1,529.99,0.1
87,1,20,2,599.99,0.2
87,2,23,2,299.99,0.1
88,1,10,1,1549,0.07
88,2,8,2,1799.99,0.1
88,3,7,1,3999.99,0.1
89,1,5,1,1320.99,0.05
89,2,6,2,469.99,0.1
90,1,3,1,999.99,0.1
90,2,6,1,469.99,0.07
91,1,11,1,1680.99,0.1
91,2,25,1,499.99,0.05
91,3,15,2,529.99,0.07
91,4,13,2,269.99,0.07
92,1,8,1,1799.99,0.1
93,1,22,2,269.99,0.07
93,2,17,1,429,0.05
93,3,21,1,269.99,0.1
93,4,2,1,749.99,0.2
93,5,10,2,1549,0.07
94,1,12,1,549.99,0.05
94,2,4,1,2899.99,0.2
94,3,11,1,1680.99,0.2
94,4,21,2,269.99,0.07
95,1,10,2,1549,0.2
95,2,19,1,449,0.1
95,3,8,2,1799.99,0.2
95,4,20,2,599.99,0.05
96,1,26,1,599.99,0.1
96,2,23,1,299.99,0.05
97,1,20,2,599.99,0.2
97,2,2,1,749.99,0.07
97,3,6,2,469.99,0.2
97,4,19,1,449,0.1
98,1,19,1,449,0.07
98,2,21,1,269.99,0.1
98,3,2,1,749.99,0.2
98,4,22,2,269.99,0.2
99,1,13,1,269.99,0.2
99,2,21,1,269.99,0.2
99,3,25,2,499.99,0.05
99,4,7,2,3999.99,0.07
99,5,23,2,299.99,0.2
100,1,12,2,549.99,0.05
100,2,11,2,1680.99,0.1
100,3,7,2,3999.99,0.2
100,4,16,2,599.99,0.2
100,5,24,2,549.99,0.1
101,1,12,2,549.99,0.2
102,1,15,1,529.99,0.05
102,2,22,1,269.99,0.07
103,1,17,1,429,0.07
103,2,3,1,999.99,0.05
103,3,18,1,449,0.2
103,4,15,2,529.99,0.1
103,5,9,2,2999.99,0.1
104,1,19,2,449,0.1
104,2,26,1,599.99,0.05
105,1,11,2,1680.99,0.2
105,2,3,1,999.99,0.05
105,3,9,1,2999.99,0.05
106,1,17,1,429,0.1
106,2,13,2,269.99,0.1
107,1,19,1,449,0.2
107,2,13,2,269.99,0.1
108,1,11,1,1680.99,0.1
108,2,22,2,269.99,0.07
108,3,16,2,599.99,0.05
109,1,22,2,269.99,0.1
109,2,6,1,469.99,0.07
110,1,14,1,269.99,0.1
111,1,14,1,269.99,0.1
111,2,12,2,549.99,0.07
112,1,23,2,299.99,0.2
112,2,25,2,499.99,0.07
112,3,24,2,549.99,0.05
112,4,5,1,1320.99,0.2
113,1,12,2,549.99,0.07
113,2,24,2,549.99,0.1
113,3,6,1,469.99,0.07
113,4,23,1,299.99,0.2
113,5,5,2,1320.99,0.2
114,1,12,1,549.99,0.05
114,2,2,1,749.99,0.07
114,3,13,2,269.99,0.1
115,1,22,1,269.99,0.2
115,2,19,1,449,0.1
116,1,26,1,599.99,0.05
117,1,22,2,269.99,0.2
117,2,26,1,599.99,0.05
117,3,14,1,269.99,0.2
117,4,19,1,449,0.05
118,1,18,1,449,0.07
118,2,4,1,2899.99,0.07
118,3,6,1,469.99,0.07
118,4,3,2,999.99,0.1
118,5,23,2,299.99,0.07
119,1,25,1,499.99,0.05
120,1,13,2,269.99,0.05
120,2,6,2,469.99,0.05
120,3,10,2,1549,0.05
120,4,17,1,429,0.05
120,5,16,2,599.99,0.2
121,1,5,1,1320.99,0.2
121,2,14,2,269.99,0.1
121,3,4,2,2899.99,0.1
121,4,24,2,549.99,0.07
121,5,2,2,749.99,0.05
122,1,16,1,599.99,0.1
123,1,12,2,549.99,0.1
124,1,16,1,599.99,0.05
124,2,4,1,2899.99,0.07
124,3,7,2,3999.99,0.05
125,1,17,1,429,0.1
126,1,9,2,2999.99,0.05
127,1,17,1,429,0.07
127,2,20,1,599.99,0.1
127,3,4,2,2899.99,0.07
128,1,24,2,549.99,0.1
128,2,16,2,599.99,0.1
128,3,4,2,2899.99,0.2
128,4,3,2,999.99,0.2
129,1,18,1,449,0.1
129,2,9,1,2999.99,0.1
130,1,26,1,599.99,0.05
130,2,5,2,1320.99,0.07
131,1,22,2,269.99,0.2
131,2,4,2,2899.99,0.07
131,3,24,2,549.99,0.1
132,1,2,2,749.99,0.05
132,2,20,1,599.99,0.05
132,3,9,1,2999.99,0.1
133,1,13,2,269.99,0.05
133,2,22,1,269.99,0.2
134,1,19,2,449,0.1
134,2,2,2,749.99,0.07
134,3,18,2,449,0.07
135,1,5,2,1320.99,0.05
135,2,18,2,449,0.05
135,3,25,1,499.99,0.2
135,4,2,1,749.99,0.05
136,1,7,2,3999.99,0.2
136,2,3,2,999.99,0.05
137,1,23,1,299.99,0.07
137,2,22,1,269.99,0.1
138,1,16,2,599.99,0.1
138,2,6,1,469.99,0.2
139,1,19,2,449,0.07
139,2,3,1,999.99,0.07
140,1,15,1,529.99,0.2
140,2,21,1,269.99,0.2
140,3,12,2,549.99,0.2
140,4,3,1,999.99,0.05
141,1,18,1,449,0.2
142,1,16,2,599.99,0.1
142,2,11,2,1680.99,0.1
142,3,19,1,449,0.07
143,1,6,1,469.99,0.2
144,1,8,2,1799.99,0.05
145,1,11,1,1680.99,0.2
145,2,9,2,2999.99,0.1
146,1,3,2,999.99,0.2
146,2,12,1,549.99,0.1
146,3,20,2,599.99,0.1
146,4,6,2,469.99,0.05
146,5,2,1,749.99,0.07
147,1,26,2,599.99,0.2
148,1,14,1,269.99,0.05
149,1,12,2,549.99,0.07
149,2,21,2,269.99,0.07
150,1,7,1,3999.99,0.1
150,2,3,1,999.99,0.2
150,3,17,1,429,0.07
150,4,25,2,499.99,0.07
151,1,17,1,429,0.1
151,2,26,1,599.99,0.1
152,1,6,2,469.99,0.2
152,2,22,2,269.99,0.2
152,3,16,2,599.99,0.07
153,1,16,1,599.99,0.07
153,2,8,1,1799.99,0.07
153,3,15,2,529.99,0.05
154,1,12,1,549.99,0.1
155,1,8,1,1799.99,0.1
156,1,18,2,449,0.2
156,2,17,2,429,0.05
156,3,6,1,469.99,0.07
157,1,4,1,2899.99,0.1
157,2,7,2,3999.99,0.07
158,1,24,1,549.99,0.1
159,1,13,1,269.99,0.2
160,1,21,1,269.99,0.07
160,2,15,2,529.99,0.07
160,3,18,2,449,0.1
160,4,11,1,1680.99,0.05
161,1,24,2,549.99,0.07
161,2,22,1,269.99,0.05
161,3,7,2,3999.99,0.05
162,1,18,1,449,0.07
162,2,21,2,269.99,0.07
162,3,3,2,999.99,0.1
163,1,12,1,549.99,0.1
163,2,18,1,449,0.2
164,1,4,2,2899.99,0.05
164,2,10,2,1549,0.05
164,3,14,1,269.99,0.1
165,1,4,2,2899.99,0.05
165,2,23,1,299.99,0.2
165,3,2,1,749.99,0.05
166,1,10,2,1549,0.1
166,2,11,1,1680.99,0.2
167,1,12,1,549.99,0.05
167,2,10,1,1549,0.2
167,3,13,2,269.99,0.05
167,4,7,2,3999.99,0.05
168,1,6,1,469.99,0.1
168,2,11,2,1680.99,0.07
168,3,12,2,549.99,0.07
168,4,22,2,269.99,0.2
169,1,20,2,599.99,0.1
169,2,5,1,1320.99,0.05
169,3,10,1,1549,0.2
169,4,11,1,1680.99,0.2
169,5,14,2,269.99,0.05
170,1,12,2,549.99,0.1
170,2,24,1,549.99,0.05
170,3,7,1,3999.99,0.2
170,4,18,2,449,0.05
171,1,8,1,1799.99,0.05
172,1,23,1,299.99,0.07
172,2,16,1,599.99,0.2
173,1,14,1,269.99,0.05
173,2,16,1,599.99,0.2
173,3,20,2,599.99,0.05
174,1,22,2,269.99,0.2
174,2,19,2,449,0.1
175,1,5,1,1320.99,0.1
175,2,2,2,749.99,0.2
175,3,21,2,269.99,0.1
175,4,19,1,449,0.07
176,1,2,2,749.99,0.07
176,2,11,2,1680.99,0.2
176,3,16,2,599.99,0.05
177,1,20,2,599.99,0.1
178,1,10,2,1549,0.2
178,2,12,1,549.99,0.05
178,3,3,1,999.99,0.1
178,4,18,1,449,0.07
179,1,13,2,269.99,0.05
179,2,26,1,599.99,0.1
179,3,18,1,449,0.2
179,4,12,2,549.99,0.2
179,5,20,2,599.99,0.1
180,1,16,1,599.99,0.07
181,1,10,1,1549,0.05
181,2,11,1,1680.99,0.1
181,3,15,2,529.99,0.2
181,4,24,2,549.99,0.05
182,1,25,2,499.99,0.05
182,2,24,2,549.99,0.07
183,1,11,2,1680.99,0.2
183,2,12,2,549.99,0.05
183,3,19,1,449,0.07
183,4,17,1,429,0.07
184,1,4,1,2899.99,0.2
184,2,5,1,1320.99,0.1
184,3,14,1,269.99,0.1
185,1,20,1,599.99,0.1
185,2,8,1,1799.99,0.05
186,1,4,1,2899.99,0.1
186,2,6,1,469.99,0.1
187,1,5,1,1320.99,0.05
188,1,7,2,3999.99,0.07
189,1,16,2,599.99,0.2
190,1,24,1,549.99,0.05
190,2,15,1,529.99,0.2
190,3,3,2,999.99,0.2
191,1,25,1,499.99,0.05
191,2,12,2,549.99,0.2
191,3,3,1,999.99,0.07
191,4,8,2,1799.99,0.05
191,5,23,1,299.99,0.05
192,1,8,2,1799.99,0.1
192,2,25,1,499.99,0.07
192,3,2,1,749.99,0.05
192,4,24,2,549.99,0.07
192,5,10,2,1549,0.2
193,1,12,2,549.99,0.1
194,1,21,2,269.99,0.2
195,1,18,1,449,0.2
195,2,14,1,269.99,0.05
195,3,5,2,1320.99,0.2
195,4,4,2,2899.99,0.2
195,5,21,2,269.99,0.1
196,1,6,1,469.99,0.05
196,2,3,2,999.99,0.07
196,3,10,2,1549,0.07
196,4,12,1,549.99,0.07
196,5,20,1,599.99,0.1
197,1,4,2,2899.99,0.2
197,2,2,2,749.99,0.07
198,1,6,2,469.99,0.05
198,2,20,2,599.99,0.07
198,3,8,2,1799.99,0.2
198,4,13,2,269.99,0.05
198,5,17,1,429,0.05
199,1,25,2,499.99,0.05
199,2,18,2,449,0.07
199,3,4,1,2899.99,0.2
200,1,23,2,299.99,0.05
200,2,22,2,269.99,0.07
201,1,24,1,549.99,0.05
201,2,7,1,3999.99,0.2
201,3,14,2,269.99,0.1
201,4,17,1,429,0.05
202,1,8,1,1799.99,0.07
202,2,17,1,429,0.05
202,3,15,2,529.99,0.05
202,4,25,2,499.99,0.05
203,1,26,1,599.99,0.05
203,2,3,2,999.99,0.1
203,3,17,2,429,0.2
203,4,19,2,449,0.07
204,1,6,2,469.99,0.07
204,2,17,2,429,0.1
205,1,22,2,269.99,0.05
205,2,24,2,549.99,0.1
206,1,25,1,499.99,0.05
206,2,20,1,599.99,0.2
207,1,12,2,549.99,0.2
207,2,5,1,1320.99,0.05
207,3,11,2,1680.99,0.07
207,4,7,2,3999.99,0.1
208,1,6,2,469.99,0.05
208,2,4,2,2899.99,0.07
208,3,3,1,999.99,0.05
208,4,12,1,549.99,0.2
208,5,10,2,1549,0.05
209,1,13,1,269.99,0.1
210,1,14,1,269.99,0.07
210,2,13,2,269.99,0.2
211,1,10,1,1549,0.07
211,2,2,2,749.99,0.07
212,1,16,2,599.99,0.07
212,2,12,2,549.99,0.2
212,3,19,1,449,0.1
212,4,7,1,3999.99,0.2
213,1,13,1,269.99,0.1
214,1,21,1,269.99,0.1
215,1,19,1,449,0.07
215,2,12,2,549.99,0.1
216,1,22,2,269.99,0.1
216,2,16,2,599.99,0.05
217,1,18,1,449,0.1
217,2,10,2,1549,0.1
217,3,17,1,429,0.07
218,1,2,2,749.99,0.1
218,2,13,1,269.99,0.07
218,3,12,1,549.99,0.05
219,1,26,1,599.99,0.05
219,2,5,1,1320.99,0.2
220,1,6,2,469.99,0.05
220,2,25,1,499.99,0.07
220,3,22,2,269.99,0.1
220,4,3,2,999.99,0.2
221,1,11,2,1680.99,0.07
222,1,10,1,1549,0.1
222,2,2,2,749.99,0.1
223,1,7,2,3999.99,0.05
223,2,5,1,1320.99,0.2
223,3,21,2,269.99,0.1
223,4,20,1,599.99,0.05
223,5,15,1,529.99,0.05
224,1,6,1,469.99,0.07
224,2,11,2,1680.99,0.1
224,3,10,2,1549,0.2
224,4,25,1,499.99,0.05
225,1,21,1,269.99,0.1
225,2,9,1,2999.99,0.1
226,1,2,1,749.99,0.05
227,1,3,2,999.99,0.05
227,2,15,2,529.99,0.1
228,1,25,1,499.99,0.2
228,2,2,2,749.99,0.07
228,3,23,2,299.99,0.1
228,4,4,1,2899.99,0.2
228,5,22,1,269.99,0.05
229,1,25,2,499.99,0.2
229,2,5,2,1320.99,0.1
229,3,8,1,1799.99,0.2
230,1,11,2,1680.99,0.07
231,1,8,2,1799.99,0.07
231,2,14,2,269.99,0.2
231,3,5,2,1320.99,0.2
232,1,18,1,449,0.07
232,2,11,2,1680.99,0.05
232,3,26,2,599.99,0.07
232,4,8,2,1799.99,0.1
233,1,14,1,269.99,0.1
233,2,16,2,599.99,0.1
233,3,12,1,549.99,0.2
233,4,15,2,529.99,0.07
234,1,11,2,1680.99,0.2
234,2,17,2,429,0.05
234,3,12,1,549.99,0.1
234,4,7,1,3999.99,0.05
234,5,23,1,299.99,0.1
235,1,6,1,469.99,0.07
235,2,13,2,269.99,0.05
235,3,7,2,3999.99,0.05
236,1,3,2,999.99,0.07
236,2,2,2,749.99,0.1
236,3,4,2,2899.99,0.1
237,1,15,1,529.99,0.2
237,2,24,1,549.99,0.07
237,3,20,2,599.99,0.2
237,4,26,1,599.99,0.05
238,1,20,2,599.99,0.2
238,2,25,1,499.99,0.07
238,3,13,2,269.99,0.2
238,4,22,2,269.99,0.05
238,5,7,1,3999.99,0.07
239,1,16,2,599.99,0.1
239,2,21,2,269.99,0.05
239,3,18,1,449,0.07
239,4,4,2,2899.99,0.07
240,1,9,1,2999.99,0.07
240,2,8,1,1799.99,0.07
240,3,5,1,1320.99,0.07
240,4,18,2,449,0.07
241,1,7,1,3999.99,0.2
242,1,3,1,999.99,0.2
243,1,25,2,499.99,0.05
243,2,19,2,449,0.07
243,3,7,2,3999.99,0.05
244,1,19,1,449,0.07
244,2,25,1,499.99,0.2
244,3,22,1,269.99,0.1
245,1,10,2,1549,0.05
245,2,8,1,1799.99,0.1
246,1,17,2,429,0.2
247,1,25,1,499.99,0.07
247,2,3,1,999.99,0.2
248,1,13,1,269.99,0.1
248,2,26,2,599.99,0.1
248,3,17,1,429,0.1
248,4,9,1,2999.99,0.2
249,1,7,2,3999.99,0.05
249,2,18,2,449,0.05
249,3,22,1,269.99,0.1
250,1,17,2,429,0.05
250,2,11,2,1680.99,0.1
251,1,23,2,299.99,0.2
